Orthogroup	afla	afum	anid	anig
OG0002970	F9C07_2157647	Afu1g09550	AN1333	An08g01140
OG0002971	F9C07_2283555	Afu1g09540	AN1334	An08g01110
OG0002972	F9C07_4048	Afu1g09530	AN10181	An08g01090
OG0002973	F9C07_4049	Afu1g09520	AN10183	An08g01080
OG0002974	F9C07_2283563	Afu1g09500	AN1339	An08g01060
OG0002975	F9C07_1540520	Afu1g09490	AN1340	An08g01040
OG0002976	F9C07_2202896	Afu1g09480	AN1341	An08g01030
OG0002977	F9C07_4055	Afu1g09470	AN1342	An08g01000
OG0002978	F9C07_4056	Afu1g09460	AN1343	An08g00990
OG0002979	F9C07_1542066	Afu1g09450	AN1344	An08g00980
OG0002980	F9C07_4058	Afu1g09440	AN1345	An08g00970
OG0002981	F9C07_4059	Afu1g09430	AN1346	An08g00960
OG0002982	F9C07_2283571	Afu1g09410	AN1348	An08g00950
OG0002983	F9C07_1542046	Afu6g07150	AN2190	An14g03270
OG0002984	F9C07_4067	Afu6g07120	AN5181	An07g09390
OG0002985	F9C07_2069846	Afu6g07110	AN5180	An07g09380
OG0002986	F9C07_4069	Afu6g07100	AN5179	An07g09370
OG0002987	F9C07_2106634	Afu6g07090	AN5178	An07g09360
OG0002988	F9C07_4071	Afu6g07080	AN5177	An07g09340
OG0002989	F9C07_2068299	Afu6g06990	AN5167	An07g09475
OG0002990	F9C07_4082	Afu1g06970	AN5163	An07g09540
OG0002991	F9C07_4083	Afu1g06980	AN5164	An07g09550
OG0002992	F9C07_2283591	Afu1g07000	AN5165	An07g09560
OG0002993	F9C07_2232714	Afu1g07010	AN5166	An07g09570
OG0002994	F9C07_1542008	Afu1g07020	AN10640	An07g09580
OG0002995	F9C07_4089	Afu1g07040	AN10646	An07g09600
OG0002996	F9C07_2068793	Afu1g07050	AN5157	An07g09610
OG0002997	F9C07_4094	Afu1g07090	AN5154	An07g09710
OG0002998	F9C07_4095	Afu1g07100	AN5153	An07g09720
OG0002999	F9C07_2232724	Afu1g07110	AN5152	An07g09650
OG0003000	F9C07_4098	Afu1g07150	AN5185	An07g09700
OG0003001	F9C07_2202923	Afu1g07160	AN5186	An07g09730
OG0003002	F9C07_2283602	Afu1g07170	AN5187	An07g09740
OG0003003	F9C07_4110	Afu1g07250	AN10637	An07g09800
OG0003004	F9C07_2283611	Afu1g07260	AN10636	An07g09810
OG0003005	F9C07_2157931	Afu1g07270	AN10643	An07g09820
OG0003006	F9C07_4112	Afu1g07280	AN5141	An07g09830
OG0003007	F9C07_4113	Afu1g07300	AN5140	An07g09840
OG0003008	F9C07_1547828	Afu1g07310	AN10645	An07g09850
OG0003009	F9C07_4115	Afu1g07320	AN10635	An07g09860
OG0003010	F9C07_4118	Afu1g07360	AN5136	An07g09900
OG0003011	F9C07_1548311	Afu1g07370	AN5135	An07g09910
OG0003012	F9C07_4119	Afu1g07380	AN5134	An07g09920
OG0003013	F9C07_2232748	Afu1g07400	AN5133	An07g09950
OG0003014	F9C07_2232749	Afu1g07420	AN5127	An07g09960
OG0003015	F9C07_4122	Afu1g07430	AN5128	An07g09970
OG0003016	F9C07_4124	Afu1g07450	AN5132	An07g10010
OG0003017	F9C07_4125	Afu1g07470	AN5131	An07g10020
OG0003018	F9C07_2232754	Afu1g07480	AN5130	An07g10040
OG0003019	F9C07_4127	Afu1g07490	AN5126	An07g10050
OG0003020	F9C07_4129	Afu1g07500	AN5125	An07g10060
OG0003021	F9C07_2232756	Afu1g07510	AN5124	An07g10080
OG0003022	F9C07_4132	Afu1g07530	AN5122	An07g10100
OG0003023	F9C07_4133	Afu1g07540	AN5121	An07g10110
OG0003024	F9C07_2106691	Afu1g07550	AN5120	An07g10120
OG0003025	F9C07_4137	Afu1g07570	AN5119	An07g10200
OG0003026	F9C07_2158086	Afu1g07590	AN5115	An07g10220
OG0003027	F9C07_4138	Afu1g07580	AN5116	An07g10210
OG0003028	F9C07_2232766	Afu1g07600	AN5114	An07g10230
OG0003029	F9C07_1547794	Afu1g07610	AN5113	An07g10240
OG0003030	F9C07_4142	Afu1g07620	AN5112	An07g10250
OG0003031	F9C07_2202938	Afu1g07625	AN12179	An07g10260
OG0003032	F9C07_2283635	Afu1g07640	AN5110	An07g10280
OG0003033	F9C07_1561579	Afu1g07660	AN5108	An07g10310
OG0003034	F9C07_4147	Afu1g07670	AN5107	An07g10320
OG0003035	F9C07_4148	Afu1g07680	AN5106	An07g10340
OG0003036	F9C07_4149	Afu1g07690	AN5105	An07g10350
OG0003037	F9C07_4150	Afu1g07700	AN5104	An07g10370
OG0003038	F9C07_4151	Afu1g07710	AN5103	An07g10393
OG0003039	F9C07_4152	Afu1g07720	AN5102	An07g10400
OG0003040	F9C07_4154	Afu1g07740	AN5100	An07g10420
OG0003041	F9C07_4155	Afu1g07750	AN5099	An07g10430
OG0003042	F9C07_10784	Afu5g04390	AN9413	An09g06870
OG0003043	F9C07_1563727	Afu5g04380	AN10536	An09g06860
OG0003044	F9C07_2232793	Afu5g04370	AN4288	An09g06850
OG0003045	F9C07_2158202	Afu5g04360	AN4287	An09g06840
OG0003046	F9C07_2106718	Afu5g04340	AN4285	An09g06830
OG0003047	F9C07_2244380	Afu5g04336	AN4284	An09g06820
OG0003048	F9C07_1564990	Afu5g04333	AN4283	An09g06810
OG0003049	F9C07_2283650	Afu5g04330	AN4282	An09g06800
OG0003050	F9C07_2283652	Afu5g04320	AN4281	An09g06790
OG0003051	F9C07_2283653	Afu5g04300	AN8282	An09g06770
OG0003052	F9C07_10774	Afu5g04310	AN4280	An09g06780
OG0003053	F9C07_2090863	Afu5g04280	AN12207	An09g06750
OG0003054	F9C07_10770	Afu5g04270	AN8280	An09g06740
OG0003055	F9C07_10767	Afu5g04250	AN8277	An09g06710
OG0003056	F9C07_1564366	Afu5g04240	AN8276	An09g06695
OG0003057	F9C07_2283662	Afu5g04230	AN8275	An09g06680
OG0003058	F9C07_2068439	Afu5g04210	AN8273	An09g06650
OG0003059	F9C07_10762	Afu5g04200	AN8272	An09g06640
OG0003060	F9C07_10761	Afu5g04190	AN8271	An09g06630
OG0003061	F9C07_2283665	Afu5g04180	AN8270	An09g06610
OG0003062	F9C07_1565874	Afu5g04170	AN8269	An09g06590
OG0003063	F9C07_10758	Afu5g04160	AN8268	An09g06580
OG0003064	F9C07_1566743	Afu5g04155	AN8267	An09g06570
OG0003065	F9C07_2232819	Afu5g04150	AN8264	An09g06550
OG0003066	F9C07_2067810	Afu5g04120	AN11067	An09g06520
OG0003067	F9C07_10750	Afu5g04090	AN11071	An09g06500
OG0003068	F9C07_2067765	Afu5g04070	AN8259	An09g06100
OG0003069	F9C07_10747	Afu5g04060	AN8258	An09g06110
OG0003070	F9C07_10746	Afu5g04050	AN8257	An09g06120
OG0003071	F9C07_2283676	Afu5g04040	AN12205	An09g06130
OG0003072	F9C07_10744	Afu5g04030	AN8256	An09g06140
OG0003073	F9C07_2067510	Afu5g04020	AN12204	An09g06150
OG0003074	F9C07_10742	Afu5g04010	AN12203	An09g06160
OG0003075	F9C07_10740	Afu5g04000	AN8253	An09g06180
OG0003076	F9C07_2202991	Afu5g03990	AN11070	An09g06250
OG0003077	F9C07_10735	Afu5g03920	AN8251	An09g06280
OG0003078	F9C07_1567980	Afu5g03910	AN8248	An09g06290
OG0003079	F9C07_10732	Afu5g03900	AN12201	An09g06300
OG0003080	F9C07_10731	Afu5g03870	AN8247	An09g06310
OG0003081	F9C07_10730	Afu5g03880	AN8246	An09g06320
OG0003082	F9C07_10729	Afu5g03860	AN11069	An09g06330
OG0003083	F9C07_2158421	Afu5g03820	AN8244	An09g06350
OG0003084	F9C07_2244423	Afu5g03810	AN11068	An09g06360
OG0003085	F9C07_10724	Afu5g03770	AN8242	An09g06390
OG0003086	F9C07_2283698	Afu5g03760	AN8241	An09g06400
OG0003087	F9C07_1568299	Afu5g03750	AN9521	An09g06410
OG0003088	F9C07_10720	Afu5g03740	AN9522	An09g06420
OG0003089	F9C07_10719	Afu5g03730	AN8237	An09g06430
OG0003090	F9C07_2283701	Afu5g03720	AN8236	An09g06440
OG0003091	F9C07_2068476	Afu5g03710	AN8235	An09g06450
OG0003092	F9C07_10716	Afu5g03700	AN8234	An09g06460
OG0003093	F9C07_10715	Afu5g03690	AN8233	An09g06480
OG0003094	F9C07_1568716	Afu5g03680	AN8232	An09g06070
OG0003095	F9C07_10713	Afu5g03670	AN8231	An09g06050
OG0003096	F9C07_2158484	Afu5g03660	AN11056	An09g06040
OG0003097	F9C07_10709	Afu5g03640	AN8229	An09g06030
OG0003098	F9C07_2283711	Afu5g03610	AN11055	An09g06020
OG0003099	F9C07_10706	Afu5g03600	AN11060	An09g06010
OG0003100	F9C07_10705	Afu5g03590	AN8227	An09g06000
OG0003101	F9C07_2203021	Afu5g03580	AN8226	An09g05990
OG0003102	F9C07_2283715	Afu5g03570	AN8225	An09g05980
OG0003103	F9C07_1570696	Afu5g03520	AN11058	An09g05900
OG0003104	F9C07_10697	Afu5g03510	AN11057	An09g05890
OG0003105	F9C07_10696	Afu5g03500	AN11054	An09g05880
OG0003106	F9C07_2283722	Afu5g03490	AN8216	An09g05870
OG0003107	F9C07_10693	Afu5g03480	AN8215	An09g05860
OG0003108	F9C07_10692	Afu5g03470	AN8214	An09g05850
OG0003109	F9C07_10691	Afu5g03460	AN8213	An09g05840
OG0003110	F9C07_2232883	Afu5g03450	AN8212	An09g05830
OG0003111	F9C07_10689	Afu5g03430	AN8211	An09g05795
OG0003112	F9C07_2283728	Afu5g03400	AN12403	An09g05760
OG0003113	F9C07_10687	Afu5g03410	AN3779	An09g05770
OG0003114	F9C07_10681	Afu5g03390	AN8208	An09g05710
OG0003115	F9C07_2158582	Afu5g03380	AN8206	An09g05690
OG0003116	F9C07_2091057	Afu5g03370	AN8205	An09g05680
OG0003117	F9C07_10678	Afu5g03360	AN8204	An09g05670
OG0003118	F9C07_2257135	Afu5g03350	AN8203	An09g05660
OG0003119	F9C07_10676	Afu5g03340	AN8202	An09g05655
OG0003120	F9C07_10672	Afu5g03320	AN8201	An09g05640
OG0003121	F9C07_2283739	Afu5g03310	AN8200	An09g05630
OG0003122	F9C07_10670	Afu5g03300	AN11597	An09g05625
OG0003123	F9C07_2068717, F9C07_2283825	Afu2g00270		An09g05550
OG0003124	F9C07_2232902	Afu5g03290	AN8197	An09g05540
OG0003125	F9C07_1568948	Afu5g03280	AN8196	An09g05530
OG0003126	F9C07_10664	Afu5g03269	AN8195	An09g05520
OG0003127	F9C07_2283747	Afu5g03260	AN8194	An09g05490
OG0003128	F9C07_2283748	Afu5g03250	AN12427	An09g05480
OG0003129	F9C07_10661	Afu5g03240	AN9461	An09g05460
OG0003130	F9C07_10659	Afu5g03220	AN9460	An09g05420
OG0003131	F9C07_10658	Afu5g03210	AN8193	An09g05410
OG0003132	F9C07_2232911	Afu5g03195	AN8192	An09g05400
OG0003133	F9C07_2283751	Afu5g03180	AN8191	An09g05380
OG0003134	F9C07_2106827	Afu5g03160	AN8190	An09g05370
OG0003135	F9C07_2068554	Afu5g03150	AN8189	An09g05320
OG0003136	F9C07_2283758	Afu5g03130	AN8187	An09g05300
OG0003137	F9C07_10650	Afu5g03120	AN11052	An09g05290
OG0003138	F9C07_10647	Afu5g03090	AN8183	An09g05270
OG0003139	F9C07_2067666	Afu5g03080	AN8182	An09g05260
OG0003140	F9C07_2068091	Afu5g03060	AN8181	An09g05240
OG0003141	F9C07_10643, F9C07_2102733	Afu3g01345		An15g03300
OG0003142	F9C07_10642	Afu5g03050	AN8180	An09g05230
OG0003143	F9C07_2283766	Afu5g03040	AN8179	An09g05220
OG0003144	F9C07_2283768	Afu5g03030	AN8177	An09g05200
OG0003145	F9C07_2283769	Afu5g03020	AN8176	An09g05180
OG0003146	F9C07_2283770	Afu5g03010	AN8175	An09g05170
OG0003147	F9C07_1579061	Afu5g03000	AN8173	An09g05100
OG0003148	F9C07_10635	Afu5g02990	AN8172	An09g05080
OG0003149	F9C07_2257163	Afu5g02970	AN12172	An09g02540
OG0003150	F9C07_2283776	Afu5g02950	AN8167	An09g05040
OG0003151	F9C07_10627	Afu5g02920	AN8168	An09g04910
OG0003152	F9C07_10626	Afu5g02910	AN8170	An09g04900
OG0003153	F9C07_2283783	Afu5g02890	AN8165	An09g04870
OG0003154	F9C07_10617	Afu5g02800	AN8129	An02g09780
OG0003155	F9C07_2158878	Afu5g02780	AN12449	An02g09810
OG0003156	F9C07_2213175			An03g03680, An03g03690, An13g03400
OG0003157	F9C07_10604, F9C07_2280303, F9C07_7558			An13g03240
OG0003158	F9C07_2244532		AN3315	An05g02140, An12g06610
OG0003159	F9C07_2106909, F9C07_2204301, F9C07_7681			An14g01810
OG0003160	F9C07_10576		AN7862	An02g08780, An14g01170
OG0003161	F9C07_10564	Afu5g02770	AN8116	An02g09830
OG0003162	F9C07_2283835	Afu5g02750	AN8118	An02g09930
OG0003163	F9C07_2159089	Afu5g02740	AN8119	An02g09940
OG0003164	F9C07_2283837	Afu5g02730	AN8120	An02g09950
OG0003165	F9C07_2283838	Afu5g02720	AN8121	An02g09960
OG0003166	F9C07_2283840	Afu5g02690	AN8125	An02g09990
OG0003167	F9C07_2233017	Afu5g02655	AN8101	An02g10060
OG0003168	F9C07_10553	Afu5g02610	AN8004	An02g10080
OG0003169	F9C07_1582412	Afu5g02590	AN8002	An02g10180
OG0003170	F9C07_2283852	Afu5g02580	AN8001	An02g10190
OG0003171	F9C07_2283853	Afu5g02570	AN12431	An02g10200
OG0003172	F9C07_10542	Afu5g02560	AN9467	An02g10210
OG0003173	F9C07_2203138	Afu5g02550	AN7997	An02g10220
OG0003174	F9C07_2257314	Afu5g02540	AN7996	An02g10230
OG0003175	F9C07_10537	Afu5g02520	AN7994	An02g10260
OG0003176	F9C07_10536	Afu5g02510	AN7993	An02g10270
OG0003177	F9C07_2283859	Afu5g02500	AN7992	An02g10280
OG0003178	F9C07_2283862	Afu5g02480	AN8010	An02g10310
OG0003179	F9C07_2283863	Afu5g02470	AN8009	An02g10320
OG0003180	F9C07_10528	Afu5g02440	AN8013	An02g10360
OG0003181	F9C07_10525	Afu5g02400	AN8017	An02g10400
OG0003182	F9C07_2068075	Afu5g02370	AN8021	An02g10440
OG0003183	F9C07_2283874	Afu5g02360	AN8023	An02g10450
OG0003184	F9C07_2283875	Afu5g02310	AN8028	An02g10470
OG0003185	F9C07_2213266, F9C07_2279185		AN3640, AN4149	
OG0003186	F9C07_10473	Afu5g02200	AN8059	An02g10740
OG0003187	F9C07_2159434	Afu5g02210	AN8034	An02g10730
OG0003188	F9C07_10470	Afu5g02230	AN11045	An02g10670
OG0003189	F9C07_1585709	Afu5g02240	AN8032	An02g10660
OG0003190	F9C07_2067219	Afu5g02250	AN8031	An02g10580
OG0003191	F9C07_2283924	Afu5g02170	AN8056	An02g10760
OG0003192	F9C07_10458	Afu5g02180	AN8057	An02g10750
OG0003193	F9C07_2283925	Afu5g02160	AN8055	An02g10780
OG0003194	F9C07_2283926	Afu5g02150	AN8054	An02g10790
OG0003195	F9C07_2283928	Afu5g02140	AN8053	An02g10810
OG0003196	F9C07_2209953, F9C07_2283930		AN1790	An08g07250
OG0003197	F9C07_2283937	Afu4g09270	AN12126, AN9187	
OG0003198	F9C07_10439	Afu4g03100	AN2474	An14g02260
OG0003199	F9C07_2107050	Afu4g03120	AN3901	An14g02250
OG0003200	F9C07_2283946	Afu4g03130	AN2476	An14g02240
OG0003201	F9C07_10432	Afu4g03060	AN2483	An14g03190
OG0003202	F9C07_10430	Afu2g16210	AN2132	An15g02380
OG0003203	F9C07_1586885	Afu2g16250	AN2129	An15g06660
OG0003204	F9C07_2159604	Afu2g16260	AN2128	An15g06670
OG0003205	F9C07_10421	Afu2g16280	AN7361	An15g06680
OG0003206	F9C07_10420	Afu2g16290	AN7360	An15g06690
OG0003207	F9C07_10419	Afu2g16300	AN7358	An15g06700
OG0003208	F9C07_10417	Afu2g16340	AN7357	An15g06710
OG0003209	F9C07_2283962	Afu2g16360	AN10936	An15g06730
OG0003210	F9C07_10412	Afu2g16390	AN7352	An15g06770
OG0003211	F9C07_10410	Afu2g16400	AN7350	An15g06790
OG0003212	F9C07_2283968	Afu2g16420	AN7348	An15g06820
OG0003213	F9C07_1589150	Afu2g16462	AN7342	An15g06880
OG0003214	F9C07_10402, F9C07_2282743, F9C07_8062		AN2797	
OG0003215	F9C07_10394	Afu2g16470	AN7338	An15g06900
OG0003216	F9C07_2283982	Afu2g16480	AN10934	An15g06910
OG0003217	F9C07_10392	Afu2g16490	AN10929	An15g06920
OG0003218	F9C07_10391	Afu2g16500	AN7336	An15g06925
OG0003219	F9C07_2283985	Afu2g16510	AN7335	An15g06990
OG0003220	F9C07_2283993		AN9028	An01g11530, An12g07320
OG0003221	F9C07_2283996	Afu2g16530	AN7331	An15g07070
OG0003222	F9C07_2257523	Afu2g16540	AN7330	An15g07080
OG0003223	F9C07_2284001	Afu2g16550	AN7328	An03g03580
OG0003224	F9C07_10365	Afu2g16600	AN7325	An15g07150
OG0003225	F9C07_2068264	Afu2g16620	AN7321	An04g08580
OG0003226	F9C07_2233208	Afu2g16630	AN5270, AN7320	
OG0003227	F9C07_2257535		AN7318, AN7319	An04g08660
OG0003228	F9C07_10354	Afu2g16640	AN7314	An03g02670
OG0003229	F9C07_2233219	Afu5g13750	AN8591	An16g00710
OG0003230	F9C07_10347	Afu2g16660	AN10924	An04g08680
OG0003231	F9C07_2067856	Afu2g16670	AN7311	An04g08690
OG0003232	F9C07_2107138	Afu2g16692	AN7310	An04g08700
OG0003233	F9C07_2233226	Afu2g16700	AN7309	An04g08710
OG0003234	F9C07_2233227	Afu2g16710	AN7308	An04g08720
OG0003235	F9C07_2222022	Afu2g16730	AN10925	An04g08740
OG0003236	F9C07_10342	Afu2g16720	AN7307	An04g08730
OG0003237	F9C07_2159881	Afu2g16750	AN1711	An04g08760
OG0003238	F9C07_2284025	Afu2g16760	AN7305	An04g08790
OG0003239	F9C07_2091680	Afu2g16780	AN7303	An04g08810
OG0003240	F9C07_10336	Afu2g16790	AN7301	An04g08820
OG0003241	F9C07_2284029	Afu2g16800	AN7302	An04g08830
OG0003242	F9C07_10334	Afu2g16810	AN7300	An04g08840
OG0003243	F9C07_2284031	Afu2g16820	AN7299	An04g08860
OG0003244	F9C07_2069319	Afu7g06410	AN10274	An03g02080
OG0003245	F9C07_2284036	Afu2g16850	AN7296	An04g08940
OG0003246	F9C07_10327	Afu2g16840	AN7297	An04g08920
OG0003247	F9C07_2159953	Afu2g16870	AN7294	An04g08970
OG0003248	F9C07_10322	Afu2g16880	AN12246	An04g08980
OG0003249	F9C07_1593143	Afu2g16900	AN7292	An04g09000
OG0003250	F9C07_10317	Afu2g16920	AN7289	An04g09020
OG0003251	F9C07_2203315	Afu2g16930	AN7287	An04g09030
OG0003252	F9C07_10315	Afu2g16950	AN7285	An04g09060
OG0003253	F9C07_2284046	Afu2g16960	AN10928	An04g09062
OG0003254	F9C07_2284047	Afu2g16970	AN10922	An04g09065
OG0003255	F9C07_1595110	Afu2g17000	AN7262	An04g09080
OG0003256	F9C07_10309	Afu2g17040	AN7261	An04g09090
OG0003257	F9C07_2069970	Afu2g17050	AN7260	An04g09100
OG0003258	F9C07_10308	Afu2g17070	AN7259	An04g09120
OG0003259	F9C07_1594143	Afu2g17080	AN7258	An04g09130
OG0003260	F9C07_10306	Afu2g17090	AN7257	An04g09140
OG0003261	F9C07_2233266	Afu2g17120	AN7253	An04g09190
OG0003262	F9C07_2284058	Afu2g17130	AN7252	An04g09220
OG0003263	F9C07_10298	Afu2g17180	AN10918	An04g09250
OG0003264	F9C07_2284061	Afu2g17190	AN10917	An04g09260
OG0003265	F9C07_10296	Afu2g17200	AN7248	An04g09270
OG0003266	F9C07_2068370	Afu2g17220	AN9492	An04g09290
OG0003267	F9C07_1599510	Afu6g00670	AN4815	An02g13640
OG0003268	F9C07_2284076	Afu4g13860	AN10024	An03g05310
OG0003269	F9C07_10275	Afu2g17330	AN7231	An12g05960
OG0003270	F9C07_2069137	Afu2g17610	AN7229	An04g09440
OG0003271	F9C07_10253, F9C07_2235159	Afu2g17840	AN6418	
OG0003272	F9C07_10230	Afu2g00680	AN6472	An04g09650
OG0003273	F9C07_10224, F9C07_5020			An02g10900, An10g00180
OG0003274	F9C07_2284134	Afu1g01140	AN12287	An03g00980
OG0003275	F9C07_10191, F9C07_4195, F9C07_9384			An06g02030
OG0003276	F9C07_10188	Afu7g06610	AN9235	An03g01860
OG0003277	F9C07_1603332	Afu1g13230	AN0661	An08g06260
OG0003278	F9C07_1607214, F9C07_2233398, F9C07_6398			An11g00230
OG0003279	F9C07_2091974		AN7057	An16g00730, An18g00030
OG0003280	F9C07_10152	Afu4g14000		An06g00190, An08g04640
OG0003281	F9C07_10140		AN6812	An01g12090, An04g09980
OG0003282	F9C07_2233435, F9C07_2286865		AN3250, AN4626	
OG0003283	F9C07_10116, F9C07_1389864	Afu5g01050		An16g06460
OG0003284	F9C07_2059499, F9C07_2277275	Afu5g00620		An12g10780
OG0003285	F9C07_1000673		AN6105	An02g12810, An08g04800
OG0003286	F9C07_2133836		AN11818, AN2826, AN6030	
OG0003287	F9C07_2285831, F9C07_61		AN10768	An07g05010
OG0003288	F9C07_1484746, F9C07_2133907, F9C07_2278759, F9C07_9562			
OG0003289	F9C07_99	Afu2g14570	AN1795	An15g03900
OG0003290	F9C07_100	Afu2g14580	AN1796	An15g03910
OG0003291	F9C07_102	Afu2g14600	AN1798	An15g03950
OG0003292	F9C07_104	Afu2g14610	AN8099	An15g03980
OG0003293	F9C07_107	Afu2g14620	AN1801	An15g03880
OG0003294	F9C07_2227002	Afu7g04040	AN4255	An13g00510
OG0003295	F9C07_110	Afu7g04050	AN4254	An13g00520
OG0003296	F9C07_111	Afu7g04060	AN4253	An13g00540
OG0003297	F9C07_2199077	Afu7g04090	AN10713	An13g00600
OG0003298	F9C07_117	Afu7g04100	AN11788	An13g00610
OG0003299	F9C07_2199079	Afu7g04110	AN10702	An13g00620
OG0003300	F9C07_2134121	Afu7g04120	AN5695	An13g00640
OG0003301	F9C07_2248677	Afu7g04130	AN5694	An13g00650
OG0003302	F9C07_125	Afu7g04150	AN5693	An13g00670
OG0003303	F9C07_1003787	Afu7g04160	AN5692	An13g00680
OG0003304	F9C07_2248691	Afu7g04170	AN5691	An13g00690
OG0003305	F9C07_2278615	Afu7g04200	AN5687	An13g00750
OG0003306	F9C07_132	Afu7g04220	AN5685	An13g00770
OG0003307	F9C07_133	Afu7g04230	AN5684	An13g00780
OG0003308	F9C07_134	Afu7g04240	AN5683	An13g00790
OG0003309	F9C07_1003915	Afu7g04250	AN5682	An13g00793
OG0003310	F9C07_136	Afu7g04260	AN5681	An13g00800
OG0003311	F9C07_1004310	Afu7g04270	AN5680	An13g00810
OG0003312	F9C07_138	Afu7g04280	AN5679	An13g00820
OG0003313	F9C07_2278624	Afu7g04300	AN5677	An13g00850
OG0003314	F9C07_2278625	Afu7g04310	AN5676	An13g00860
OG0003315	F9C07_142	Afu7g04320	AN5675	An13g00870
OG0003316	F9C07_144		AN4573, AN7158, AN8314	
OG0003317	F9C07_146	Afu7g04330	AN5674	An13g00890
OG0003318	F9C07_148	Afu7g04350	AN5672	An13g00920
OG0003319	F9C07_150	Afu7g04370	AN3740	An13g00940
OG0003320	F9C07_152	Afu7g04390	AN3742	An13g00970
OG0003321	F9C07_2059142	Afu7g04400	AN3743	An13g00980
OG0003322	F9C07_154	Afu7g04420	AN3744	An13g01000
OG0003323	F9C07_2278637	Afu7g04430	AN3745	An13g01010
OG0003324	F9C07_2278638	Afu7g04450	AN3746	An13g01020
OG0003325	F9C07_2199110	Afu7g04460	AN3747	An13g01040
OG0003326	F9C07_158	Afu7g04470	AN3750	An13g01050
OG0003327	F9C07_159	Afu7g04480	AN3749	An13g01060
OG0003328	F9C07_2278641	Afu7g04510	AN3751	An13g01090
OG0003329	F9C07_2278648	Afu7g04580	AN3752	An13g01150
OG0003330	F9C07_1006496	Afu7g04590	AN3753	An13g01160
OG0003331	F9C07_171	Afu1g17650, Afu4g14800	AN2721	
OG0003332	F9C07_2278654	Afu1g17700	AN3400	An19g00390
OG0003333	F9C07_2134323	Afu7g04600	AN10442	An13g01180
OG0003334	F9C07_177	Afu7g04610	AN10456	An13g01190
OG0003335	F9C07_182	Afu7g04650	AN3756	An13g01210
OG0003336	F9C07_183	Afu7g04660	AN3757	An13g01220
OG0003337	F9C07_184	Afu7g04670	AN3758	An15g02320
OG0003338	F9C07_1009520	Afu7g04700	AN3760	An13g01230
OG0003339	F9C07_1007984	Afu7g04710	AN3761	An13g01240
OG0003340	F9C07_2059269	Afu7g04783	AN10443	An13g01310
OG0003341	F9C07_196	Afu7g04795	AN10457	An13g01320
OG0003342	F9C07_1007303	Afu7g04811		An01g14540, An13g01370
OG0003343	F9C07_1008958	Afu7g04820	AN3769	An13g01420
OG0003344	F9C07_2058146	Afu4g13940	AN0482	An01g01020
OG0003345	F9C07_219		AN1305	An07g03270, An11g07290
OG0003346	F9C07_224		AN7929	An03g00040, An15g04230
OG0003347	F9C07_2278707	Afu7g06350	AN3781	An02g00180
OG0003348	F9C07_2278708	Afu3g03820	AN9010	An03g05890
OG0003349	F9C07_253		AN1078, AN2716	An16g02290
OG0003350	F9C07_2278725		AN6757, AN6770	An11g01270
OG0003351	F9C07_2199198		AN6758, AN6768, AN9302	
OG0003352	F9C07_2059244	Afu7g05310	AN6681	An07g02900
OG0003353	F9C07_281	Afu7g05320	AN6682	An07g02890
OG0003354	F9C07_282	Afu7g05300	AN6680	An07g02930
OG0003355	F9C07_285	Afu7g05290	AN6679	An07g02960
OG0003356	F9C07_286	Afu7g05280	AN6678	An07g02970
OG0003357	F9C07_1012361	Afu7g05270	AN6677	An07g02980
OG0003358	F9C07_2248955	Afu7g05260	AN6676	An07g02990
OG0003359	F9C07_2278743	Afu7g05250	AN6675	An07g03000
OG0003360	F9C07_2278745	Afu7g05240	AN8780	An07g03020
OG0003361	F9C07_294	Afu7g05220	AN8785	An07g03070
OG0003362	F9C07_295	Afu5g09700	AN8784	An07g03080
OG0003363	F9C07_2278750	Afu5g09710	AN8783	An07g03090
OG0003364	F9C07_297	Afu5g09860	AN8782	An07g03100
OG0003365	F9C07_313	Afu4g01520		An02g12800, An18g01020
OG0003366	F9C07_2278771	Afu3g02770	AN3083	An01g01430
OG0003367	F9C07_2278795	Afu2g17550	AN9171	An14g05350
OG0003368	F9C07_1015096	Afu1g03250	AN8353	An14g04330
OG0003369	F9C07_2278813	Afu7g04860	AN3313	An02g14660
OG0003370	F9C07_1015751	Afu2g17660	AN7797	An16g00240
OG0003371	F9C07_2227263	Afu7g05340	AN6685	An07g02870
OG0003372	F9C07_2135109	Afu7g05360	AN6687	An07g02860
OG0003373	F9C07_1016481	Afu7g05370	AN6688	An07g02840
OG0003374	F9C07_2249065	Afu7g05380	AN6689	An07g02820
OG0003375	F9C07_391	Afu7g05390	AN6690	An07g02810
OG0003376	F9C07_2286600, F9C07_406		AN10913	An12g05720
OG0003377	F9C07_2278846, F9C07_2278998		AN8132	An14g01410
OG0003378	F9C07_2278859	Afu7g05420	AN11898	An07g02770
OG0003379	F9C07_2135221	Afu7g05430	AN6695	An07g02760
OG0003380	F9C07_2199323	Afu7g05440	AN6696	An07g02740
OG0003381	F9C07_425	Afu7g05450	AN6697	An07g02730
OG0003382	F9C07_2278863	Afu7g05460	AN6698	An07g02690
OG0003383	F9C07_2278864	Afu7g05480	AN6694	An07g02680
OG0003384	F9C07_427	Afu7g05470	AN6699	An07g02700
OG0003385	F9C07_2199328	Afu7g05510	AN6705	An07g02300
OG0003386	F9C07_432	Afu7g05520	AN6706	An07g02350
